t,y_euler
0.0,1.0
0.005,1.0
0.01,0.9999999375001302
0.015,0.9999996878147128
0.02,0.9999991268861861
0.025,0.9999981312850881
0.030000000000000002,0.9999965782100412
0.035,0.9999943454877359
0.04,0.9999913115729147
0.045,0.9999873555483549
0.049999999999999996,0.9999823571248524
0.05499999999999999,0.999976196641203
0.05999999999999999,0.9999687550641849
0.06499999999999999,0.99995991398854
0.06999999999999999,0.9999495556369538
0.075,0.9999375628600354
0.08,0.9999238191362962
0.085,0.9999082085721278
0.09000000000000001,0.9998906159017786
0.09500000000000001,0.9998709264873297
0.10000000000000002,0.9998490263186692
0.10500000000000002,0.999824802013466
0.11000000000000003,0.9997981408171411
0.11500000000000003,0.9997689306028389
0.12000000000000004,0.9997370598713958
0.12500000000000003,0.9997024177513082
0.13000000000000003,0.9996648939986983
0.13500000000000004,0.9996243789972787
0.14000000000000004,0.9995807637583151
0.14500000000000005,0.9995339399205867
0.15000000000000005,0.9994837997503457
0.15500000000000005,0.9994302361412742
0.16000000000000006,0.9993731426144391
0.16500000000000006,0.999312413318245
0.17000000000000007,0.9992479430283856
0.17500000000000007,0.9991796271477915
0.18000000000000008,0.9991073617065772
0.18500000000000008,0.9990310433619849
0.19000000000000009,0.9989505693983262
0.1950000000000001,0.9988658377269208
0.2000000000000001,0.9987767468860341
0.2050000000000001,0.9986831960408101
0.2100000000000001,0.9985850849832036
0.2150000000000001,0.9984823141319084
0.2200000000000001,0.9983747845322831
0.22500000000000012,0.9982623978562747
0.23000000000000012,0.9981450564023381
0.23500000000000013,0.9980226630953533
0.24000000000000013,0.9978951214865397
0.24500000000000013,0.9977623357533671
0.2500000000000001,0.9976242106994635
0.2550000000000001,0.9974806517545194
0.2600000000000001,0.9973315649741896
0.2650000000000001,0.9971768570399913
0.27000000000000013,0.9970164352591979
0.27500000000000013,0.9968502075647314
0.28000000000000014,0.996678082515049
0.28500000000000014,0.9964999692940276
0.29000000000000015,0.9963157777108445
0.29500000000000015,0.9961254181998537
0.30000000000000016,0.9959288018204595
0.30500000000000016,0.9957258402569853
0.31000000000000016,0.995516445818539
0.31500000000000017,0.9953005314388749
0.3200000000000002,0.9950780106762508
0.3250000000000002,0.9948487977132817
0.3300000000000002,0.9946128073567894
0.3350000000000002,0.9943699550376474
0.3400000000000002,0.9941201568106224
0.3450000000000002,0.993863329354211
0.3500000000000002,0.9935993899704725
0.3550000000000002,0.993328256584857
0.3600000000000002,0.9930498477460294
0.3650000000000002,0.9927640826256889
0.3700000000000002,0.9924708810183839
0.3750000000000002,0.9921701633413221
0.3800000000000002,0.9918618506341771
0.38500000000000023,0.9915458645588887
0.39000000000000024,0.9912221273994601
0.39500000000000024,0.9908905620617494
0.40000000000000024,0.9905510920732562
0.40500000000000025,0.9902036415829043
0.41000000000000025,0.9898481353608186
0.41500000000000026,0.9894844987980975
0.42000000000000026,0.9891126579065802
0.42500000000000027,0.9887325393186088
0.43000000000000027,0.988344070286786
0.4350000000000003,0.9879471786837264
0.4400000000000003,0.9875417930018044
0.4450000000000003,0.9871278423528952
0.4500000000000003,0.9867052564681114
0.4550000000000003,0.9862739656975342
0.4600000000000003,0.9858339010099394
0.4650000000000003,0.9853849939925173
0.4700000000000003,0.9849271768505884
0.4750000000000003,0.984460382407312
0.4800000000000003,0.9839845441033913
0.4850000000000003,0.9834995959967707
0.4900000000000003,0.9830054727623295
0.49500000000000033,0.9825021096915685
0.5000000000000003,0.9819894426922917
0.5050000000000003,0.9814674082882822
0.5100000000000003,0.9809359436189717
0.5150000000000003,0.9803949864391056
0.5200000000000004,0.9798444751184004
0.5250000000000004,0.9792843486411967
0.5300000000000004,0.9787145466061055
0.5350000000000004,0.9781350092256488
0.5400000000000004,0.9775456773258943
0.5450000000000004,0.9769464923460839
0.5500000000000004,0.9763373963382561
0.5550000000000004,0.9757183319668623
0.5600000000000004,0.9750892425083771
0.5650000000000004,0.9744500718509024
0.5700000000000004,0.9738007644937646
0.5750000000000004,0.9731412655471071
0.5800000000000004,0.9724715207314748
0.5850000000000004,0.9717914763773934
0.5900000000000004,0.9711010794249416
0.5950000000000004,0.9704002774233177
0.6000000000000004,0.969689018530399
0.6050000000000004,0.9689672515122955
0.6100000000000004,0.9682349257428958
0.6150000000000004,0.9674919912034088
0.6200000000000004,0.9667383984818958
0.6250000000000004,0.9659740987727989
0.6300000000000004,0.965199043876461
0.6350000000000005,0.9644131861986395
0.6400000000000005,0.9636164787500135
0.6450000000000005,0.9628088751456849
0.6500000000000005,0.9619903296046712
0.6550000000000005,0.9611607969493932
0.6600000000000005,0.9603202326051545
0.6650000000000005,0.9594685925996156
0.6700000000000005,0.9586058335622597
0.6750000000000005,0.9577319127238526
0.6800000000000005,0.9568467879158956
0.6850000000000005,0.9559504175700708
0.6900000000000005,0.9550427607176801
0.6950000000000005,0.9541237769890772
0.7000000000000005,0.9531934266130921
0.7050000000000005,0.9522516704164491
0.7100000000000005,0.9512984698231771
0.7150000000000005,0.9503337868540138
0.7200000000000005,0.9493575841258015
0.7250000000000005,0.948369824850877
0.7300000000000005,0.9473704728364534
0.7350000000000005,0.9463594924839954
0.7400000000000005,0.945336848788587
0.7450000000000006,0.944302507338292
0.7500000000000006,0.9432564343135073
0.7550000000000006,0.9421985964863088
0.7600000000000006,0.9411289612197906
0.7650000000000006,0.9400474964673962
0.7700000000000006,0.9389541707722422
0.7750000000000006,0.9378489532664357
0.7800000000000006,0.9367318136703832
0.7850000000000006,0.9356027222920926
0.7900000000000006,0.9344616500264682
0.7950000000000006,0.9333085683545971
0.8000000000000006,0.9321434493430293
