t,y_euler
0.0,1.0
0.05,1.0
0.1,0.9999375130197483
0.15000000000000002,0.9996908456326622
0.2,0.9991448572478312
0.25,0.9981909432775017
0.3,0.9967270171991588
0.35,0.9946574907954812
0.39999999999999997,0.9918932518980761
0.44999999999999996,0.9883516390033166
0.49999999999999994,0.9839564121707846
0.5499999999999999,0.9786377196567639
0.6,0.9723320597769011
0.65,0.96498223753354
0.7000000000000001,0.9565373155843158
0.7500000000000001,0.9469525591693244
0.8000000000000002,0.9361893746545492
0.8500000000000002,0.92421524138918
0.9000000000000002,0.9110036366139701
0.9500000000000003,0.8965339531968048
1.0000000000000002,0.8807914100101588
1.0500000000000003,0.8637669548030579
1.1000000000000003,0.8454571594574913
1.1500000000000004,0.8258641075558957
1.2000000000000004,0.8049952742223088
1.2500000000000004,0.782863398235027
1.3000000000000005,0.7594863464430391
1.3500000000000005,0.7348869705521165
1.4000000000000006,0.7090929563791627
1.4500000000000006,0.6821366657052166
1.5000000000000007,0.6540549708883241
1.5500000000000007,0.624889082427293
1.6000000000000008,0.594684369696083
1.6500000000000008,0.5634901750962144
1.7000000000000008,0.5313596219010669
1.7500000000000009,0.4983494160912373
1.800000000000001,0.46451964250420075
1.850000000000001,0.42993355564433633
1.900000000000001,0.3946573655208938
1.950000000000001,0.3587600189016739
2.000000000000001,0.32231297638902584
2.0500000000000007,0.2853899857422174
2.1000000000000005,0.24806685188627087
2.1500000000000004,0.21042120406196443
2.2,0.17253226058485263
2.25,0.1344805916928427
2.3,0.09634788097206362
2.3499999999999996,0.058216685859469236
2.3999999999999995,0.020170197727818084
2.4499999999999993,-0.01770799793563508
2.499999999999999,-0.05533416074121867
2.549999999999999,-0.0926246334815044
2.5999999999999988,-0.12949607856919026
2.6499999999999986,-0.16586571230917807
2.6999999999999984,-0.20165153648763343
2.7499999999999982,-0.23677256676410477
2.799999999999998,-0.2711490573575227
2.849999999999998,-0.3047027215230794
2.8999999999999977,-0.33735694732457994
2.9499999999999975,-0.36903700821583046
2.9999999999999973,-0.39967026795496163
3.049999999999997,-0.4291863793872358
3.099999999999997,-0.45751747664482706
3.149999999999997,-0.4845983603262497
3.1999999999999966,-0.5103666752335043
3.2499999999999964,-0.5347630802615667
3.2999999999999963,-0.5577314100525157
3.349999999999996,-0.5792188280453332
3.399999999999996,-0.5991759705721633
3.4499999999999957,-0.6175570816725282
3.4999999999999956,-0.6343201383186171
3.5499999999999954,-0.6494269657672261
3.599999999999995,-0.6628433427771787
3.649999999999995,-0.6745390964550272
3.699999999999995,-0.6844881865164728
3.7499999999999947,-0.6926687787761697
3.7999999999999945,-0.6990633077043394
3.8499999999999943,-0.7036585279148435
3.899999999999994,-0.7064455544759769
3.949999999999994,-0.7074198919621852
3.999999999999994,-0.7065814521921016
4.049999999999994,-0.7039345606256773
4.099999999999993,-0.6994879514206723
4.149999999999993,-0.6932547511763024
4.199999999999993,-0.6852524514193453
4.249999999999993,-0.6755028699154133
4.299999999999993,-0.6640321009153326
4.3499999999999925,-0.6508704544735651
4.399999999999992,-0.6360523850022938
4.449999999999992,-0.6196164092511004
4.499999999999992,-0.6016050139280271
4.549999999999992,-0.5820645532031652
4.599999999999992,-0.5610451363606916
4.6499999999999915,-0.5386005058894102
4.699999999999991,-0.5147879063252897
4.749999999999991,-0.4896679441821702
4.799999999999991,-0.4633044393286633
4.849999999999991,-0.43576426819025826
4.899999999999991,-0.40711719917570044
4.94999999999999,-0.37743572074578713
4.99999999999999,-0.3467948625607757
